@relation czysty-cut
@attribute X1 real
@attribute X2 real
@attribute LABEL {MIN1, MIN2, MAJ}
@data
206.612797521,-101.928312949,MIN1
252.630378663,294.085356853,MIN1
31.3321015223,254.162727158,MIN1
335.975193673,294.208919435,MIN1
392.237778962,73.2227903353,MIN1
-53.2224639786,112.15691937,MIN1
-51.7906196489,52.7672251578,MIN1
-0.0456611879516,211.222118112,MIN1
304.597430963,251.268310389,MIN1
202.095170693,277.512709105,MIN1
147.819664331,-64.0707045517,MIN1
193.837245473,331.942965251,MIN1
376.162194326,195.832061126,MIN1
49.9421559339,-101.610660265,MIN1
95.959737076,294.403009538,MIN1
-39.1300363951,135.824554001,MIN1
252.082987815,-35.3200692716,MIN1
-11.603618996,-45.6096331516,MIN1
258.575927946,271.547277921,MIN1
100.477363904,-85.0380125163,MIN1
146.494945046,310.975657286,MIN1
-60.9290764754,79.6999643058,MIN1
355.794998575,80.3177772184,MIN1
74.1606969957,238.278419842,MIN1
378.803789146,278.32461212,MIN1
341.534708457,101.29113888,MIN1
206.444934986,-57.2873166563,MIN1
252.462516128,338.726353146,MIN1
-16.2851864847,-37.820252139,MIN1
297.936628296,-10.9580405108,MIN1
76.6383511554,-50.8806702055,MIN1
230.663476047,282.601763451,MIN1
43.8287441154,-34.4315850398,MIN1
9.36519890678,242.679133756,MIN1
314.008291058,282.725326033,MIN1
120.014337477,262.640448603,MIN1
-11.8825284507,99.6673328503,MIN1
-71.8854121313,-4.35730395771,MIN1
261.493847909,-3.86305362763,MIN1
-20.1404536704,154.097588996,MIN1
377.426176121,181.083363207,MIN1
160.423431969,-37.0083491241,MIN1
362.56426385,29.2822418688,MIN1
385.573054421,227.28907677,MIN1
18.3965306884,-99.9102730179,MIN1
64.4141118305,296.103396784,MIN1
374.7845813,98.5908122134,MIN1
-70.6756616406,137.524941248,MIN1
252.466438002,-77.5662841885,MIN1
298.484019144,318.447385614,MIN1
29.7363165319,-58.0992196712,MIN1
60.8641404642,81.4533797529,MIN1
287.72397857,92.4549072774,MIN1
101.147450343,187.631813926,MIN1
309.720636155,223.802759053,MIN1
140.617552031,163.61031461,MIN1
118.620894446,32.2624628343,MIN1
290.620775671,118.772243167,MIN1
197.332511558,166.360696491,MIN1
193.622506266,9.84342711259,MIN1
237.615821436,272.539130665,MIN1
42.6917813036,15.5521812112,MIN1
257.36051788,43.3333204708,MIN1
70.7839896531,138.51022712,MIN1
279.357175465,174.681172247,MIN1
105.502291595,9.91275722472,MIN1
127.498949179,141.260609001,MIN1
174.606831898,137.031041011,MIN1
176.992377371,-27.8760342355,MIN1
220.985692541,234.819669317,MIN1
83.7041132573,19.7124190889,MIN1
255.703994482,106.222199422,MIN1
69.1274662552,201.399106071,MIN1
277.700652067,237.570051198,MIN1
145.056579398,218.109387694,MIN1
123.059921813,86.7615359175,MIN1
50.0901602479,106.383969683,MIN1
258.66334606,142.554914811,MIN1
200.093383888,61.54589824,MIN1
221.982689984,38.9939618389,MIN1
35.4061617574,134.170868488,MIN1
243.979347569,170.341813615,MIN1
156.78663422,209.540461072,MIN1
134.789976635,78.1926092957,MIN1
306.78985786,164.702389628,MIN1
155.859132898,170.411143727,MIN1
152.149127606,13.8938743482,MIN1
58.8608634926,61.4823276726,MIN1
291.816252363,64.0940493295,MIN1
105.239724136,159.270955978,MIN1
313.812909948,195.441901106,MIN1
97.4876499732,230.549640797,MIN1
75.4909923882,99.2017890207,MIN1
302.350830494,110.203316545,MIN1
0.489380568299,121.620824742,MIN1
209.06256638,157.79176987,MIN1
213.479962108,-9.9119073327,MIN1
257.473277278,252.78379622,MIN1
62.5492371454,-4.20315323411,MIN1
234.54911837,82.3066270987,MIN1
47.9725901433,177.483533748,MIN1
256.545775955,213.654478875,MIN1
252.411581175,-293.699076696,MAJ
-285.088418825,279.634256638,MAJ
-70.0884188246,-399.871916202,MAJ
359.911581175,173.461417132,MAJ
-338.838418825,-113.205249535,MAJ
91.1615811754,-208.760805091,MAJ
-123.838418825,364.572528243,MAJ
-231.338418825,-304.316360646,MAJ
413.661581175,-336.168212498,MAJ
-406.025918825,237.165120835,MAJ
-191.025918825,-145.057101387,MAJ
238.974081175,428.276231946,MAJ
-298.525918825,141.60956528,MAJ
131.474081175,-240.612656942,MAJ
-83.5259188246,332.720676391,MAJ
346.474081175,46.0540097242,MAJ
-352.275918825,-368.02006435,MAJ
-137.275918825,-81.3533976832,MAJ
292.724081175,-176.908953239,MAJ
-244.775918825,396.424380095,MAJ
